,salary,score
0,Low salary,-0.3175996833516446
1,Low salary,-0.3135893801063257
2,Low salary,-0.3095790768610068
3,Medium salary,0.02772438588754833
4,Medium salary,0.03270052831617762
5,Medium salary,0.037676670744806906
6,High salary,-0.0033983562038019076
7,High salary,0.02024881358476035
8,High salary,0.04389598337332261
